0,0,20,30,90,0,0,0,0,4
0,1,20,40,90,0,0,0,0,4
0,2,20,50,90,0,0,0,0,4
0,3,20,60,90,0,0,0,0,4
0,4,20,70,90,0,0,0,0,4
0,5,20,80,90,0,0,0,0,4
0,6,20,90,90,0,0,0,0,4
0,7,20,100,90,0,0,0,0,4
0,8,20,110,90,0,0,0,0,4
0,9,20,120,90,0,0,0,0,4
0,10,20,130,90,0,0,0,0,4
0,11,20,140,90,0,0,0,0,4
0,12,20,150,90,0,0,0,0,4
0,13,20,160,90,0,0,0,0,4
0,14,20,170,90,0,0,0,0,4
0,15,20,180,90,0,1,0,0,4
0,16,20,180,0,0,0,0,0,3
0,17,30,180,0,0,0,0,0,4
0,18,40,180,0,0,0,0,0,4
0,19,50,180,0,0,0,0,0,4
0,20,60,180,0,0,0,0,0,4
0,21,70,180,0,0,0,0,0,4
0,22,80,180,0,0,0,0,0,4
0,23,90,180,0,0,0,0,0,4
0,24,100,180,0,0,0,0,0,4
0,25,110,180,0,0,0,0,0,4
0,26,120,180,0,0,0,0,0,4
0,27,130,180,0,0,0,0,0,4
0,28,140,180,0,0,0,0,0,4
0,29,150,180,0,0,0,0,0,4
0,30,160,180,0,0,0,0,0,4
0,31,170,180,0,0,0,0,0,4
0,32,180,180,0,0,1,0,0,4
0,33,180,180,270,0,0,0,0,3
0,34,180,170,270,0,0,0,0,4
0,35,180,160,270,0,0,0,0,4
0,36,180,150,270,0,0,0,0,4
0,37,180,140,270,0,0,0,0,4
0,38,180,130,270,0,0,0,0,4
0,39,180,120,270,0,0,0,0,4
0,40,180,110,270,0,0,0,0,4
0,41,180,100,270,0,0,0,0,4
0,42,180,90,270,0,0,0,0,4
0,43,180,80,270,0,0,0,0,4
0,44,180,70,270,0,0,0,0,4
0,45,180,60,270,0,0,0,0,4
0,46,180,50,270,0,0,0,0,4
0,47,180,40,270,0,0,0,0,4
0,48,180,30,270,0,0,0,0,4
0,49,180,20,270,0,1,0,0,4
0,50,180,20,180,0,0,0,0,3
0,51,170,20,180,0,0,0,0,4
0,52,160,20,180,0,0,0,0,4
0,53,150,20,180,0,0,0,0,4
0,54,140,20,180,0,0,0,0,4
0,55,130,20,180,0,0,0,0,4
0,56,120,20,180,0,0,0,0,4
0,57,110,20,180,0,0,0,0,4
0,58,100,20,180,0,0,0,0,4
0,59,90,20,180,0,0,0,0,4
0,60,80,20,180,0,0,0,0,4
