28 160
20 152
12 144
12 144
12 144
11 134
10 124
9 114
8 104
7 94
6 84
5 74
4 64
3 54
2 44
1 34
0 24
0 24
10 24
20 24
30 24
40 24
50 24
60 24
70 24
80 24
90 24
100 24
100 24
100 34
100 44
100 54
100 64
100 74
100 84
100 94
100 104
100 114
100 124
100 134
100 144
100 154
100 164
100 174
100 184
100 184
90 184
80 184
70 184
60 184
50 184
40 184
30 184
20 184
20 184
19 174
18 164
17 154
16 144
15 134
14 124
13 114
12 104
11 94
10 84
9 74
8 64
7 54
6 44
5 34
4 24
4 24
14 24
24 24
34 24
44 24
54 24
64 24
74 24
84 24
94 24
104 24
104 24
104 34
104 44
104 54
104 64
104 74
104 84
104 94
104 104
104 114
104 124
104 134
104 144
104 154
104 164
104 174
104 184
104 184
94 184
84 184
74 184
64 184
54 184
44 184
34 184
24 184
14 184
14 184
13 174
12 164
11 154
10 144
9 134
8 124
7 114
6 104
5 94
4 84
3 74
2 64
1 54
0 44
0 44
0 44
7 36
7 36
6 26
6 26
16 26
26 26
36 26
46 26
56 26
66 26
76 26
86 26
96 26
106 26
106 26
106 36
106 46
106 56
106 66
106 76
106 86
106 96
106 106
106 116
106 126
106 136
106 146
106 156
106 166
106 176
106 186
106 186
96 186
86 186
76 186
66 186
56 186
46 186
36 186
26 186
16 186
16 186
16 186
8 178
8 178
8 178
7 168
6 158
5 148
4 138
3 128
2 118
1 108
0 98
0 98
0 98
7 90
7 90
6 80
5 70
4 60
3 50
2 40
1 30
0 20
0 20
10 20
20 20
30 20
40 20
50 20
60 20
70 20
80 20
90 20
100 20
100 20
100 30
100 40
100 50
100 60
100 70
100 80
100 90
100 100
100 110
100 120
100 130
100 140
100 150
100 160
100 170
100 180
100 180
90 180
80 180
70 180
60 180
50 180
40 180
30 180
20 180
20 180
19 170
18 160
17 150
16 140
15 130
14 120
13 110
12 100
11 90
10 80
9 70
8 60
7 50
6 40
5 30
4 20
4 20
14 20
24 20
34 20
44 20
54 20
64 20
74 20
84 20
94 20
104 20
104 20
104 30
104 40
104 50
104 60
104 70
104 80
104 90
104 100
104 110
104 120
104 130
104 140
104 150
104 160
104 170
104 180
104 180
94 180
84 180
74 180
64 180
54 180
44 180
34 180
24 180
14 180
14 180
13 170
12 160
11 150
10 140
9 130
8 120
7 110
6 100
5 90
4 80
3 70
2 60
1 50
0 40
0 40
0 40
